comet,ter,semnatic_similarity_with_src,sentiment_analysis_with_src,sentiment_analysis_with_tgt,sentence_entropy,semnatic_similarity_with_tgt,rouge_score_with_tgt,bleu_score_with_tgt,jaccard_similarity_score_with_tgt,dice_similarity_score_with_tgt,bert-score
1.00625217,0.333333333,-0.00325178,0,1,3.852168724,0.705536366,"{'rouge-1': {'r': 0.5333333333333333, 'p': 0.5333333333333333, 'f': 0.5333333283333335}, 'rouge-2': {'r': 0.4, 'p': 0.375, 'f': 0.3870967691987514}, 'rouge-l': {'r': 0.5333333333333333, 'p': 0.5333333333333333, 'f': 0.5333333283333335}}",0.622037629,0.363636364,0.533333333,0.768926263
1.28505826,0,0.667456269,0,1,3.614369446,0.929888844,"{'rouge-1': {'r': 0.75, 'p': 0.8571428571428571, 'f': 0.7999999950222222}, 'rouge-2': {'r': 0.7142857142857143, 'p': 0.8823529411764706, 'f': 0.7894736792659279}, 'rouge-l': {'r': 0.75, 'p': 0.8571428571428571, 'f': 0.7999999950222222}}",0.779675178,0.666666667,0.8,0.912694395
1.207594633,0,0.69384563,1,1,4.221928095,0.753207862,"{'rouge-1': {'r': 0.45, 'p': 0.47368421052631576, 'f': 0.46153845654174885}, 'rouge-2': {'r': 0.05263157894736842, 'p': 0.05263157894736842, 'f': 0.05263157394736889}, 'rouge-l': {'r': 0.3, 'p': 0.3157894736842105, 'f': 0.30769230269559505}}",0.540456721,0.258064516,0.41025641,0.77561599
0.96287173,1,0.251594394,1,1,3.459431619,0.627521634,"{'rouge-1': {'r': 0.3888888888888889, 'p': 0.6363636363636364, 'f': 0.4827586159809751}, 'rouge-2': {'r': 0.23529411764705882, 'p': 0.4, 'f': 0.2962962916323732}, 'rouge-l': {'r': 0.3888888888888889, 'p': 0.6363636363636364, 'f': 0.4827586159809751}}",0.436084577,0.318181818,0.482758621,0.746637881
0.322366178,0.875,0.362458766,0,1,4.456564762,0.804065645,"{'rouge-1': {'r': 0.6190476190476191, 'p': 0.5416666666666666, 'f': 0.5777777728000001}, 'rouge-2': {'r': 0.24, 'p': 0.21428571428571427, 'f': 0.22641508935564264}, 'rouge-l': {'r': 0.5714285714285714, 'p': 0.5, 'f': 0.5333333283555556}}",0.657806803,0.40625,0.577777778,0.830584407
0.938322961,0.125,0.660387218,0,1,3.321928095,0.366447955,"{'rouge-1': {'r': 0.3333333333333333, 'p': 0.3, 'f': 0.31578946869806096}, 'rouge-2': {'r': 0.125, 'p': 0.1111111111111111, 'f': 0.11764705384083066}, 'rouge-l': {'r': 0.3333333333333333, 'p': 0.3, 'f': 0.31578946869806096}}",0.448639008,0.1875,0.315789474,0.576610863
-1.268698454,3.5,0.91472441,0,0,4,0.763879657,"{'rouge-1': {'r': 0.5833333333333334, 'p': 0.4375, 'f': 0.4999999951020409}, 'rouge-2': {'r': 0.15384615384615385, 'p': 0.13333333333333333, 'f': 0.14285713788265325}, 'rouge-l': {'r': 0.5, 'p': 0.375, 'f': 0.4285714236734694}}",0.504087396,0.318181818,0.482758621,0.658383787
0.988533556,0.1,0.827517152,0,1,5.136248673,0.900146604,"{'rouge-1': {'r': 0.75, 'p': 0.7692307692307693, 'f': 0.7594936658868773}, 'rouge-2': {'r': 0.5111111111111111, 'p': 0.5348837209302325, 'f': 0.5227272677298553}, 'rouge-l': {'r': 0.725, 'p': 0.7435897435897436, 'f': 0.7341772101906745}}",0.779513815,0.574468085,0.72972973,0.85826391
-0.153758332,0.571428571,0.271688551,0,1,4.912272579,0.640260935,"{'rouge-1': {'r': 0.2413793103448276, 'p': 0.21875, 'f': 0.2295081917334051}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.20689655172413793, 'p': 0.1875, 'f': 0.19672130648750352}}",0.414239075,0.12962963,0.229508197,0.59498167
0.930080116,0.333333333,0.168009207,1,1,4.696131794,0.656603158,"{'rouge-1': {'r': 0.42105263157894735, 'p': 0.2857142857142857, 'f': 0.34042552709823454}, 'rouge-2': {'r': 0.10526315789473684, 'p': 0.06666666666666667, 'f': 0.08163264831320312}, 'rouge-l': {'r': 0.3157894736842105, 'p': 0.21428571428571427, 'f': 0.2553191441195111}}",0.364131689,0.205128205,0.340425532,0.658820033
0.91192925,0.375,0.144463956,0,0,3.825251737,0.119465373,"{'rouge-1': {'r': 0.07692307692307693, 'p': 0.14285714285714285, 'f': 0.09999999545000023}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.07692307692307693, 'p': 0.14285714285714285, 'f': 0.09999999545000023}}",0.214706648,0.051282051,0.097560976,0.385693938
1.172671676,0,0.64910084,0,1,4.037401198,0.751366496,"{'rouge-1': {'r': 0.42105263157894735, 'p': 0.47058823529411764, 'f': 0.44444443945987655}, 'rouge-2': {'r': 0.2222222222222222, 'p': 0.2222222222222222, 'f': 0.22222221722222232}, 'rouge-l': {'r': 0.42105263157894735, 'p': 0.47058823529411764, 'f': 0.44444443945987655}}",0.515245371,0.285714286,0.444444444,0.845128417
1.230718493,0,0.409120858,0,1,4.389898095,0.446564734,"{'rouge-1': {'r': 0.2631578947368421, 'p': 0.2, 'f': 0.2272727223657026}, 'rouge-2': {'r': 0.05263157894736842, 'p': 0.034482758620689655, 'f': 0.04166666188368111}, 'rouge-l': {'r': 0.21052631578947367, 'p': 0.16, 'f': 0.18181817691115715}}",0.322518788,0.125,0.222222222,0.499034315
1.011141181,0,0.871572435,1,1,4.651084443,0.973991811,"{'rouge-1': {'r': 0.8214285714285714, 'p': 0.8518518518518519, 'f': 0.8363636313652894}, 'rouge-2': {'r': 0.6666666666666666, 'p': 0.6896551724137931, 'f': 0.6779660966963518}, 'rouge-l': {'r': 0.8214285714285714, 'p': 0.8518518518518519, 'f': 0.8363636313652894}}",0.842377424,0.709677419,0.830188679,0.924886405
0.177926242,0.181818182,0.848875821,1,1,3.875,0.73891592,"{'rouge-1': {'r': 0.47058823529411764, 'p': 0.5714285714285714, 'f': 0.5161290273048909}, 'rouge-2': {'r': 0.3157894736842105, 'p': 0.4, 'f': 0.35294117153979243}, 'rouge-l': {'r': 0.4117647058823529, 'p': 0.5, 'f': 0.4516128982726327}}",0.602088465,0.375,0.545454545,0.801253319
0.513085127,1.666666667,0.738410175,0,1,4.513153409,0.912250578,"{'rouge-1': {'r': 0.6206896551724138, 'p': 0.72, 'f': 0.6666666616941016}, 'rouge-2': {'r': 0.4375, 'p': 0.5, 'f': 0.46666666168888893}, 'rouge-l': {'r': 0.6206896551724138, 'p': 0.72, 'f': 0.6666666616941016}}",0.81783035,0.5,0.666666667,0.869810164
0.22203657,0.666666667,0.259757936,0,1,4.493149802,0.846942663,"{'rouge-1': {'r': 0.6923076923076923, 'p': 0.6666666666666666, 'f': 0.6792452780206479}, 'rouge-2': {'r': 0.4838709677419355, 'p': 0.4411764705882353, 'f': 0.46153845654911246}, 'rouge-l': {'r': 0.6538461538461539, 'p': 0.6296296296296297, 'f': 0.6415094289640443}}",0.695086654,0.472222222,0.641509434,0.858006358
1.088916779,0,0.031822316,0,0,3.997670276,0.861883998,"{'rouge-1': {'r': 0.3, 'p': 0.35294117647058826, 'f': 0.3243243193571951}, 'rouge-2': {'r': 0.09523809523809523, 'p': 0.1111111111111111, 'f': 0.1025640975936886}, 'rouge-l': {'r': 0.3, 'p': 0.35294117647058826, 'f': 0.3243243193571951}}",0.561027572,0.193548387,0.324324324,0.79925245
1.15351522,0,0.649711311,0,0,3.807354922,0.727828562,"{'rouge-1': {'r': 0.35294117647058826, 'p': 0.42857142857142855, 'f': 0.3870967692403746}, 'rouge-2': {'r': 0.10526315789473684, 'p': 0.15384615384615385, 'f': 0.12499999517578143}, 'rouge-l': {'r': 0.35294117647058826, 'p': 0.42857142857142855, 'f': 0.3870967692403746}}",0.471994057,0.230769231,0.375,0.714625537
1.167405009,0,0.949983537,1,1,4,0.896925032,"{'rouge-1': {'r': 0.6, 'p': 0.5625, 'f': 0.5806451562955255}, 'rouge-2': {'r': 0.2, 'p': 0.2, 'f': 0.19999999500000015}, 'rouge-l': {'r': 0.5333333333333333, 'p': 0.5, 'f': 0.5161290272632676}}",0.584703943,0.347826087,0.516129032,0.6917485
0.76594311,0.666666667,0.24416481,0,1,3.906890596,0.611981928,"{'rouge-1': {'r': 0.3333333333333333, 'p': 0.3333333333333333, 'f': 0.3333333283333334}, 'rouge-2': {'r': 0.07142857142857142, 'p': 0.07142857142857142, 'f': 0.07142856642857177}, 'rouge-l': {'r': 0.3333333333333333, 'p': 0.3333333333333333, 'f': 0.3333333283333334}}",0.548685391,0.192307692,0.322580645,0.691601217
0.78239733,0.833333333,0.379394084,0,1,3.875,0.92014432,"{'rouge-1': {'r': 0.55, 'p': 0.7333333333333333, 'f': 0.6285714236734695}, 'rouge-2': {'r': 0.2608695652173913, 'p': 0.4, 'f': 0.31578946890581727}, 'rouge-l': {'r': 0.5, 'p': 0.6666666666666666, 'f': 0.5714285665306124}}",0.476195884,0.458333333,0.628571429,0.805198908
0.392931342,1.333333333,0.517935634,0,1,4.495767637,0.600974262,"{'rouge-1': {'r': 0.3448275862068966, 'p': 0.35714285714285715, 'f': 0.35087718798399514}, 'rouge-2': {'r': 0.09375, 'p': 0.08823529411764706, 'f': 0.09090908591368255}, 'rouge-l': {'r': 0.2413793103448276, 'p': 0.25, 'f': 0.24561403008925833}}",0.492683901,0.1875,0.315789474,0.624024093
1.154500365,0,0.406782389,0,1,4.48385619,0.908191085,"{'rouge-1': {'r': 0.6296296296296297, 'p': 0.7391304347826086, 'f': 0.679999995032}, 'rouge-2': {'r': 0.45161290322580644, 'p': 0.5833333333333334, 'f': 0.509090904171901}, 'rouge-l': {'r': 0.6296296296296297, 'p': 0.7391304347826086, 'f': 0.679999995032}}",0.669017226,0.515151515,0.68,0.904127121
0.918668449,0.5,0.381549358,1,0,3.939470571,0.907972693,"{'rouge-1': {'r': 0.65, 'p': 0.7222222222222222, 'f': 0.68421052132964}, 'rouge-2': {'r': 0.4090909090909091, 'p': 0.45, 'f': 0.4285714235827665}, 'rouge-l': {'r': 0.6, 'p': 0.6666666666666666, 'f': 0.6315789423822715}}",0.746400269,0.5,0.666666667,0.848969936
0.732724488,0.5,0.408506274,1,0,4,-0.032542281,"{'rouge-1': {'r': 0.058823529411764705, 'p': 0.0625, 'f': 0.06060605561065239}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.058823529411764705, 'p': 0.0625, 'f': 0.06060605561065239}}",0.114259136,0.03125,0.060606061,0.328677952
1.22434473,0,0.840430558,1,1,4.637537511,0.683326364,"{'rouge-1': {'r': 0.35714285714285715, 'p': 0.38461538461538464, 'f': 0.3703703653772291}, 'rouge-2': {'r': 0.16666666666666666, 'p': 0.18518518518518517, 'f': 0.17543859150507862}, 'rouge-l': {'r': 0.25, 'p': 0.2692307692307692, 'f': 0.25925925426611807}}",0.614585751,0.2,0.333333333,0.66011858
1.14937973,0,0.195544273,1,1,4.087462841,0.920581043,"{'rouge-1': {'r': 0.6470588235294118, 'p': 0.6470588235294118, 'f': 0.6470588185294118}, 'rouge-2': {'r': 0.4117647058823529, 'p': 0.4375, 'f': 0.42424241924701567}, 'rouge-l': {'r': 0.5882352941176471, 'p': 0.5882352941176471, 'f': 0.5882352891176471}}",0.712636227,0.47826087,0.647058824,0.782464027
0.630564928,0.25,0.640253603,1,1,4.615061012,0.799846649,"{'rouge-1': {'r': 0.45161290322580644, 'p': 0.5384615384615384, 'f': 0.49122806521391205}, 'rouge-2': {'r': 0.16129032258064516, 'p': 0.1724137931034483, 'f': 0.16666666167222238}, 'rouge-l': {'r': 0.3548387096774194, 'p': 0.4230769230769231, 'f': 0.3859649073191752}}",0.566855368,0.295454545,0.456140351,0.630572975
0.586203396,0.833333333,0.857673347,0,1,3.321928095,0.85385561,"{'rouge-1': {'r': 0.4166666666666667, 'p': 0.5, 'f': 0.4545454495867769}, 'rouge-2': {'r': 0.16666666666666666, 'p': 0.2222222222222222, 'f': 0.19047618557823143}, 'rouge-l': {'r': 0.4166666666666667, 'p': 0.5, 'f': 0.4545454495867769}}",0.403589598,0.294117647,0.454545455,0.759319544
0.970470786,0.25,0.272819668,0,0,4.037401198,0.086161926,"{'rouge-1': {'r': 0.07142857142857142, 'p': 0.058823529411764705, 'f': 0.06451612407908468}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.07142857142857142, 'p': 0.058823529411764705, 'f': 0.06451612407908468}}",0.178336224,0.033333333,0.064516129,0.383615732
1.154079914,0,0.243680134,0,0,4.418295834,0.600430131,"{'rouge-1': {'r': 0.2222222222222222, 'p': 0.18181818181818182, 'f': 0.1999999950500001}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.16666666666666666, 'p': 0.13636363636363635, 'f': 0.14999999505000017}}",0.312094572,0.111111111,0.2,0.587503493
0.848175824,0.4,0.035429921,1,0,4.315824334,0.378209233,"{'rouge-1': {'r': 0.18181818181818182, 'p': 0.18181818181818182, 'f': 0.18181817681818196}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.18181818181818182, 'p': 0.18181818181818182, 'f': 0.18181817681818196}}",0.330428041,0.1,0.181818182,0.582728922
0.89696604,0.428571429,0.22078073,0,0,3.321928095,0.420940787,"{'rouge-1': {'r': 0.0625, 'p': 0.1, 'f': 0.0769230721893494}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0625, 'p': 0.1, 'f': 0.0769230721893494}}",0.076675893,0.04,0.076923077,0.42512691
0.918149531,0.333333333,0.566538095,0,0,3,0.64617151,"{'rouge-1': {'r': 0.375, 'p': 0.375, 'f': 0.37499999500000003}, 'rouge-2': {'r': 0.2857142857142857, 'p': 0.2857142857142857, 'f': 0.2857142807142858}, 'rouge-l': {'r': 0.375, 'p': 0.375, 'f': 0.37499999500000003}}",0.452872521,0.142857143,0.25,0.687197566
1.215334296,0,0.910477102,0,0,3.947702779,0.92195195,"{'rouge-1': {'r': 0.6, 'p': 0.5294117647058824, 'f': 0.5624999950195313}, 'rouge-2': {'r': 0.3125, 'p': 0.2777777777777778, 'f': 0.2941176420761246}, 'rouge-l': {'r': 0.5333333333333333, 'p': 0.47058823529411764, 'f': 0.49999999501953135}}",0.589029517,0.347826087,0.516129032,0.835210741
1.164598107,0,0.892632902,0,0,4.593069208,0.946999609,"{'rouge-1': {'r': 0.7916666666666666, 'p': 0.76, 'f': 0.7755101990837152}, 'rouge-2': {'r': 0.6153846153846154, 'p': 0.5925925925925926, 'f': 0.6037735799074405}, 'rouge-l': {'r': 0.7916666666666666, 'p': 0.76, 'f': 0.7755101990837152}}",0.785296641,0.580645161,0.734693878,0.928132176
0.995834887,0.25,0.570637643,0,1,3.875,0.525836587,"{'rouge-1': {'r': 0.3333333333333333, 'p': 0.2, 'f': 0.24999999531250006}, 'rouge-2': {'r': 0.125, 'p': 0.06666666666666667, 'f': 0.08695651720226867}, 'rouge-l': {'r': 0.2222222222222222, 'p': 0.13333333333333333, 'f': 0.1666666619791668}}",0.289058999,0.142857143,0.25,0.549765944
1.168887854,0,0.99999994,1,0,4.321928095,-0.022001743,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",2.74E-78,0,0,0.311552048
0.713433921,1,0.54390192,1,0,3.546593564,0.859240115,"{'rouge-1': {'r': 0.5, 'p': 0.4166666666666667, 'f': 0.4545454495867769}, 'rouge-2': {'r': 0.4, 'p': 0.3333333333333333, 'f': 0.36363635867768596}, 'rouge-l': {'r': 0.5, 'p': 0.4166666666666667, 'f': 0.4545454495867769}}",0.528377061,0.294117647,0.454545455,0.839482903
0.321227014,0.714285714,0.53976208,0,0,3.906890596,0.534266233,"{'rouge-1': {'r': 0.26666666666666666, 'p': 0.26666666666666666, 'f': 0.26666666166666675}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.2, 'p': 0.2, 'f': 0.19999999500000015}}",0.445332472,0.153846154,0.266666667,0.587150872
0.879789352,0.428571429,0.848688424,0,0,4.839700559,0.933450699,"{'rouge-1': {'r': 0.6206896551724138, 'p': 0.6, 'f': 0.6101694865268602}, 'rouge-2': {'r': 0.2857142857142857, 'p': 0.25, 'f': 0.266666661688889}, 'rouge-l': {'r': 0.5862068965517241, 'p': 0.5666666666666667, 'f': 0.5762711814421144}}",0.763976508,0.43902439,0.610169492,0.854437411
0.853691399,0.8,0.204137951,0,0,4.773557262,0.60226959,"{'rouge-1': {'r': 0.20689655172413793, 'p': 0.21428571428571427, 'f': 0.21052631079101272}, 'rouge-2': {'r': 0.09375, 'p': 0.10344827586206896, 'f': 0.0983606507497987}, 'rouge-l': {'r': 0.1724137931034483, 'p': 0.17857142857142858, 'f': 0.17543859149276717}}",0.405676415,0.117647059,0.210526316,0.591016948
0.721309662,0.5,0.350994647,0,1,3.807354922,0.59193331,"{'rouge-1': {'r': 0.4666666666666667, 'p': 0.5, 'f': 0.4827586156956005}, 'rouge-2': {'r': 0.21428571428571427, 'p': 0.23076923076923078, 'f': 0.22222221722908106}, 'rouge-l': {'r': 0.4666666666666667, 'p': 0.5, 'f': 0.4827586156956005}}",0.737106065,0.318181818,0.482758621,0.709683597
0.802221954,0.75,0.889537275,1,1,4.559545635,0.74513185,"{'rouge-1': {'r': 0.5909090909090909, 'p': 0.5, 'f': 0.541666661701389}, 'rouge-2': {'r': 0.375, 'p': 0.28125, 'f': 0.3214285665306123}, 'rouge-l': {'r': 0.5, 'p': 0.4230769230769231, 'f': 0.45833332836805557}}",0.623551784,0.371428571,0.541666667,0.736584127
-1.07846272,1.5,0.221685857,0,0,2.710551834,-0.024151929,"{'rouge-1': {'r': 0.11428571428571428, 'p': 0.4, 'f': 0.17777777432098768}, 'rouge-2': {'r': 0.05128205128205128, 'p': 0.16666666666666666, 'f': 0.07843136895040385}, 'rouge-l': {'r': 0.11428571428571428, 'p': 0.4, 'f': 0.17777777432098768}}",0.04863316,0.095238095,0.173913043,0.298418522
0.873684168,0.666666667,0.472184062,0,1,3.75,0.816627562,"{'rouge-1': {'r': 0.625, 'p': 0.7142857142857143, 'f': 0.6666666616888889}, 'rouge-2': {'r': 0.2631578947368421, 'p': 0.3333333333333333, 'f': 0.2941176421280277}, 'rouge-l': {'r': 0.5625, 'p': 0.6428571428571429, 'f': 0.5999999950222225}}",0.628025967,0.428571429,0.6,0.744089007
0.846316993,0.25,0.771530509,0,1,4.169925001,0.820928693,"{'rouge-1': {'r': 0.6111111111111112, 'p': 0.6111111111111112, 'f': 0.6111111061111112}, 'rouge-2': {'r': 0.47058823529411764, 'p': 0.47058823529411764, 'f': 0.47058823029411767}, 'rouge-l': {'r': 0.6111111111111112, 'p': 0.6111111111111112, 'f': 0.6111111061111112}}",0.664581747,0.44,0.611111111,0.815578341
0.638899505,1,0.773254156,0,1,3.169925001,0.714992762,"{'rouge-1': {'r': 0.7777777777777778, 'p': 0.7, 'f': 0.7368421002770082}, 'rouge-2': {'r': 0.625, 'p': 0.5555555555555556, 'f': 0.5882352891349482}, 'rouge-l': {'r': 0.7777777777777778, 'p': 0.7, 'f': 0.7368421002770082}}",0.638622075,0.545454545,0.705882353,0.885965884
1.211115956,0,0.665182531,0,1,3.906890596,0.417003602,"{'rouge-1': {'r': 0.375, 'p': 0.4, 'f': 0.3870967691987514}, 'rouge-2': {'r': 0.15789473684210525, 'p': 0.21428571428571427, 'f': 0.18181817693296617}, 'rouge-l': {'r': 0.375, 'p': 0.4, 'f': 0.3870967691987514}}",0.450153911,0.24,0.387096774,0.610987008
0.382963479,2,0.598857701,1,1,2.807354922,0.635798872,"{'rouge-1': {'r': 0.2, 'p': 0.42857142857142855, 'f': 0.2727272683884298}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.13333333333333333, 'p': 0.2857142857142857, 'f': 0.18181817747933895}}",0.202072372,0.157894737,0.272727273,0.602304161
1.056879997,0.166666667,0.24647218,0,0,3.93213804,-0.062694147,"{'rouge-1': {'r': 0.1, 'p': 0.125, 'f': 0.11111110617283973}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.1, 'p': 0.125, 'f': 0.11111110617283973}}",0.20940142,0.058823529,0.111111111,0.407336235
0.708276331,0.375,0.95257926,0,1,4.601409766,0.944431901,"{'rouge-1': {'r': 0.6923076923076923, 'p': 0.6923076923076923, 'f': 0.6923076873076923}, 'rouge-2': {'r': 0.45161290322580644, 'p': 0.4666666666666667, 'f': 0.45901638844396675}, 'rouge-l': {'r': 0.6923076923076923, 'p': 0.6923076923076923, 'f': 0.6923076873076923}}",0.762270889,0.529411765,0.692307692,0.876136899
1.203724384,0,0.400479615,0,0,4.651084443,0.90997386,"{'rouge-1': {'r': 0.52, 'p': 0.5, 'f': 0.5098039165705499}, 'rouge-2': {'r': 0.4230769230769231, 'p': 0.39285714285714285, 'f': 0.40740740241426615}, 'rouge-l': {'r': 0.52, 'p': 0.5, 'f': 0.5098039165705499}}",0.602816392,0.342105263,0.509803922,0.846409023
0.749829948,1,0.752420187,0,1,4.762814895,0.697063804,"{'rouge-1': {'r': 0.4583333333333333, 'p': 0.3548387096774194, 'f': 0.3999999950809917}, 'rouge-2': {'r': 0.16666666666666666, 'p': 0.10526315789473684, 'f': 0.12903225331945908}, 'rouge-l': {'r': 0.4166666666666667, 'p': 0.3225806451612903, 'f': 0.3636363587173554}}",0.520034607,0.222222222,0.363636364,0.718250811
-0.577918351,0.818181818,0.928008854,0,1,3.773557262,0.947577596,"{'rouge-1': {'r': 0.6875, 'p': 0.7857142857142857, 'f': 0.7333333283555556}, 'rouge-2': {'r': 0.4375, 'p': 0.5, 'f': 0.46666666168888893}, 'rouge-l': {'r': 0.6875, 'p': 0.7857142857142857, 'f': 0.7333333283555556}}",0.704828874,0.578947368,0.733333333,0.915415645
0.965515614,0.5,0.8031376,1,1,3.892407119,0.970592976,"{'rouge-1': {'r': 0.47368421052631576, 'p': 0.5625, 'f': 0.514285709322449}, 'rouge-2': {'r': 0.2222222222222222, 'p': 0.2222222222222222, 'f': 0.22222221722222232}, 'rouge-l': {'r': 0.47368421052631576, 'p': 0.5625, 'f': 0.514285709322449}}",0.64349147,0.346153846,0.514285714,0.792865753
1.029757023,0.2,0.915897012,1,1,3.852168724,0.841605604,"{'rouge-1': {'r': 0.4375, 'p': 0.4666666666666667, 'f': 0.45161289823100936}, 'rouge-2': {'r': 0.17647058823529413, 'p': 0.1875, 'f': 0.18181817682277332}, 'rouge-l': {'r': 0.4375, 'p': 0.4666666666666667, 'f': 0.45161289823100936}}",0.49032097,0.291666667,0.451612903,0.793907583
1.108038664,0,0.417964578,1,1,4.142664356,0.28586024,"{'rouge-1': {'r': 0.2857142857142857, 'p': 0.2222222222222222, 'f': 0.24999999507812506}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.21428571428571427, 'p': 0.16666666666666666, 'f': 0.18749999507812512}}",0.300595992,0.142857143,0.25,0.467258364
0.889374137,0.125,0.099916518,0,0,4.392317423,0.648680568,"{'rouge-1': {'r': 0.391304347826087, 'p': 0.42857142857142855, 'f': 0.4090909041012397}, 'rouge-2': {'r': 0.13043478260869565, 'p': 0.15, 'f': 0.13953487874526788}, 'rouge-l': {'r': 0.34782608695652173, 'p': 0.38095238095238093, 'f': 0.36363635864669425}}",0.509138123,0.257142857,0.409090909,0.757937014
0.931006908,0.2,0.923181653,0,1,4.523561956,0.802523911,"{'rouge-1': {'r': 0.25, 'p': 0.2608695652173913, 'f': 0.25531914393843375}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.25, 'p': 0.2608695652173913, 'f': 0.25531914393843375}}",0.44150753,0.146341463,0.255319149,0.555969119
0.322871327,0.25,0.436539292,0,1,4.430632409,0.666867018,"{'rouge-1': {'r': 0.34782608695652173, 'p': 0.34782608695652173, 'f': 0.34782608195652176}, 'rouge-2': {'r': 0.14814814814814814, 'p': 0.15384615384615385, 'f': 0.15094339122819525}, 'rouge-l': {'r': 0.2608695652173913, 'p': 0.2608695652173913, 'f': 0.2608695602173914}}",0.412475736,0.210526316,0.347826087,0.624735475
0.327856958,0.833333333,0.354823411,0,0,3.589898095,0.723914206,"{'rouge-1': {'r': 0.45454545454545453, 'p': 0.7692307692307693, 'f': 0.5714285667591837}, 'rouge-2': {'r': 0.2916666666666667, 'p': 0.5, 'f': 0.36842104797783937}, 'rouge-l': {'r': 0.45454545454545453, 'p': 0.7692307692307693, 'f': 0.5714285667591837}}",0.42014601,0.4,0.571428571,0.777377009
0.851318538,0.571428571,0.883486152,1,1,3.418295834,0.585488617,"{'rouge-1': {'r': 0.75, 'p': 0.5454545454545454, 'f': 0.6315789424930748}, 'rouge-2': {'r': 0.42857142857142855, 'p': 0.2727272727272727, 'f': 0.3333333285802469}, 'rouge-l': {'r': 0.75, 'p': 0.5454545454545454, 'f': 0.6315789424930748}}",0.499914896,0.357142857,0.526315789,0.698290706
1.12029171,0.666666667,0.254981041,0,1,4.596483105,0.559174895,"{'rouge-1': {'r': 0.30434782608695654, 'p': 0.25, 'f': 0.27450979896962713}, 'rouge-2': {'r': 0.041666666666666664, 'p': 0.02857142857142857, 'f': 0.03389830025854708}, 'rouge-l': {'r': 0.2608695652173913, 'p': 0.21428571428571427, 'f': 0.23529411269511738}}",0.32410776,0.159090909,0.274509804,0.556059837
0.815290689,0.833333333,0.672668993,1,0,4.606739354,0.101970822,"{'rouge-1': {'r': 0.23529411764705882, 'p': 0.16, 'f': 0.19047618565759653}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.23529411764705882, 'p': 0.16, 'f': 0.19047618565759653}}",0.267513065,0.076923077,0.142857143,0.409396917
0.006647738,0.6,0.342220366,0,0,2.921928095,0.266230911,"{'rouge-1': {'r': 0.5555555555555556, 'p': 0.625, 'f': 0.5882352891349482}, 'rouge-2': {'r': 0.2, 'p': 0.2222222222222222, 'f': 0.21052631080332423}, 'rouge-l': {'r': 0.5555555555555556, 'p': 0.625, 'f': 0.5882352891349482}}",0.425941204,0.384615385,0.555555556,0.672305405
1.254388094,0,0.679675579,1,0,4.169925001,0.170850083,"{'rouge-1': {'r': 0.09090909090909091, 'p': 0.1111111111111111, 'f': 0.09999999505000023}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.045454545454545456, 'p': 0.05555555555555555, 'f': 0.04999999505000049}}",0.167048499,0.052631579,0.1,0.377514362
1.223364353,0,0.667711556,0,0,3.418295834,0.840153098,"{'rouge-1': {'r': 0.4444444444444444, 'p': 0.36363636363636365, 'f': 0.39999999505}, 'rouge-2': {'r': 0.1111111111111111, 'p': 0.09090909090909091, 'f': 0.09999999505000023}, 'rouge-l': {'r': 0.3333333333333333, 'p': 0.2727272727272727, 'f': 0.2999999950500001}}",0.540529184,0.176470588,0.3,0.804888189
0.848424971,0.666666667,0.928442538,1,1,4.334962501,0.879834056,"{'rouge-1': {'r': 0.5294117647058824, 'p': 0.42857142857142855, 'f': 0.47368420558171753}, 'rouge-2': {'r': 0.23529411764705882, 'p': 0.17391304347826086, 'f': 0.1999999951125001}, 'rouge-l': {'r': 0.47058823529411764, 'p': 0.38095238095238093, 'f': 0.421052626634349}}",0.494975862,0.258064516,0.41025641,0.738825083
